id_guest	id_host	id_listing	ts_contact_at	ts_reply_at	ts_accepted_at	ts_booking_at	ds_checkin	ds_checkout	n_guests	n_messages
08950b7c-7639-4b70-88e0-a15ba4153c68	c324015d-374e-4ad7-b729-1b802d83cbfc	84be9879-d33d-4952-9377-3b2dc05419c7	2014-10-06 18:01:58.0	2014-10-06 18:03:15.0	2014-10-06 18:03:15.0	2014-10-06 18:03:15.0	2014-10-25	2014-10-27	2	10
089962b6-3efb-4f4f-97db-ea10722cfa4e	86b39b70-965b-479d-a0b0-719b195acea2	d2c8c59e-4d49-421b-9984-96957104862e	2014-10-08 10:38:08.0	2014-10-08 11:22:18.0	NULL	NULL	2014-10-16	2014-10-21	2	2
08b3c1c3-d050-4558-9e12-d1620381e5b4	3b8d745e-15fe-466e-bda3-8a10ef7c348b	d0a8f16c-bd0f-4c04-8956-c2faf24d72f6	2014-10-16 13:41:39.0	2014-10-17 08:15:15.0	NULL	NULL	2014-11-28	2014-12-02	1	4
08eced5f-31fd-4072-9a70-4984c4e94ca5	00e17c27-a883-4b8a-99d1-46dc32282a87	8c78495e-a8cb-4e9b-8bda-f187a7d8a84e	2014-09-30 08:33:55.0	2014-09-30 10:41:16.0	2014-09-30 10:41:16.0	2014-09-30 10:41:16.0	2014-11-01	2014-11-03	2	11
08eced5f-31fd-4072-9a70-4984c4e94ca5	6f388b94-6346-4702-9acb-0cc74c97a0df	8defa98b-c597-4738-b237-4e35db1218de	2014-10-31 10:34:34.0	2014-10-31 11:15:36.0	2014-10-31 11:15:36.0	2014-10-31 13:16:59.0	2015-01-03	2015-02-01	2	10
08eced5f-31fd-4072-9a70-4984c4e94ca5	aff6e866-0f9e-47d8-a9fc-b8bb288fdcef	e82df718-033a-4917-82e6-f70f5115bd8c	2014-10-14 06:51:51.0	2014-10-14 06:56:29.0	2014-10-14 06:56:29.0	2014-10-14 06:56:29.0	2014-11-01	2014-11-03	2	8
08eced5f-31fd-4072-9a70-4984c4e94ca5	ce14753b-4585-410a-be70-6a586cbe7c6a	e31578aa-eb9c-4fb0-b0f1-1250e95b1dd3	2014-10-20 11:04:45.0	2014-10-20 18:02:16.0	NULL	NULL	2015-01-03	2015-02-01	2	2
08ecffbd-b5e0-4a2e-ad8f-9590d33e77ec	a56d62a0-634c-4a7d-8467-74ef7013052e	60810644-8d81-4184-803a-23716c5d89f3	2014-10-27 00:25:53.0	2014-10-27 00:33:19.0	NULL	NULL	2015-01-15	2015-01-16	2	5
09072227-1875-42fe-a7aa-ae4c35f73ed4	1b07f479-7f2e-4576-b504-ed6113df3149	69f4398a-7646-4ebc-8634-bca5959f4d98	2014-10-13 21:45:01.0	2014-10-13 21:57:45.0	NULL	NULL	2014-10-25	2014-10-28	2	9
09072227-1875-42fe-a7aa-ae4c35f73ed4	f0308f7c-7d2f-45a0-8f7c-a497c73ae065	fb45a34c-0341-4ddc-a9f9-c3915c23cf3a	2014-10-12 16:06:19.0	2014-10-12 16:08:59.0	NULL	NULL	2014-10-25	2014-10-28	2	4
0911b676-4462-4fef-bcc5-792ef7a8b389	10abdad8-34e2-4e2f-a563-20370b431dc5	a6f0b955-b002-48bd-bcf2-564e95c82609	2014-10-13 20:36:42.0	2014-10-14 09:49:01.0	2014-10-14 09:49:01.0	NULL	2014-12-20	2014-12-24	5	2
09199e03-b8e1-4acb-bdf7-916946610457	54a05070-b6a4-434f-92e9-591aea6caf01	c393452a-19f8-4ab5-a0c8-87a4047f2dd8	2014-10-01 10:40:57.0	2014-10-01 11:13:02.0	2014-10-01 11:13:02.0	2014-10-01 11:13:02.0	2014-11-03	2014-11-07	3	10
09199e03-b8e1-4acb-bdf7-916946610457	c6874ea0-3dc7-418c-b1c2-2716e60db5bb	f917905f-7666-446d-88b9-0f962bdc2d38	2014-09-27 15:14:40.0	NULL	NULL	NULL	2014-11-03	2014-11-07	3	3
093eb149-fb2c-4eae-9c58-cec7c7127920	a6ae621a-72e7-4d11-94b2-4968260cbe6c	43b66fc6-c43b-4dd7-992b-7695e2aad765	2014-10-10 12:37:35.0	2014-10-10 13:50:41.0	NULL	NULL	2014-11-04	2014-11-07	2	3
09417bf9-3f2d-4175-b44b-5e18db2eed38	2af60948-0028-4b17-bf38-db964c554116	111a72f6-fedb-4ca2-bda2-d4983c857ca4	2014-10-02 17:16:42.0	2014-10-02 18:16:01.0	NULL	NULL	2014-10-03	2014-10-08	2	2
0952adb0-7da6-4575-9380-a2d62f4c6ca9	6bbb88ca-db66-48c5-9c4b-862f7706284a	d3871da6-8012-4dc4-b508-c91f2c10c297	2014-10-15 16:24:17.0	2014-10-15 23:06:48.0	NULL	NULL	2014-10-25	2014-10-27	4	2
0972b3b6-44a3-478d-955e-0bdf49a79550	1b23d8dd-d2a9-4ab9-8f33-374b8e14b373	e8e96dca-83ad-43d7-b403-77446ec78718	2014-10-09 17:00:34.0	2014-10-09 21:39:11.0	2014-10-09 21:39:11.0	NULL	2014-10-24	2014-10-27	4	6
097e4631-149e-46af-a908-0cb5a1b58233	46ecdb21-7685-43b0-a0ee-d9c77e0161e9	db8018b3-53f0-48ac-b01d-c5edf203d8a8	2014-10-13 16:36:35.0	2014-10-13 16:38:22.0	NULL	NULL	2014-12-26	2015-01-10	3	10
09811953-810b-40e7-9d00-566e76bc4d85	b7aa6d64-5ee9-426a-b56e-8015dcba1ac8	9d8aa3d8-289b-4438-964b-f4c1d5b02f8d	2014-09-30 20:32:40.0	2014-10-01 17:24:02.0	NULL	NULL	2014-10-22	2014-10-28	2	4
09811953-810b-40e7-9d00-566e76bc4d85	d3277547-fb16-4efa-be73-13c608ac206b	e9794552-51e9-46e2-b47a-739078a1941b	2014-10-01 20:38:05.0	2014-10-01 20:48:21.0	2014-10-01 20:48:21.0	2014-10-02 17:08:36.0	2014-10-22	2014-10-28	2	12
09811953-810b-40e7-9d00-566e76bc4d85	d6886558-9e6b-4674-9210-1ae9f96f093d	2ff21bad-f590-4934-9dc2-de2bc23e814a	2014-10-01 20:20:09.0	NULL	NULL	NULL	2014-10-22	2014-10-28	2	2
09927b03-25f6-4414-865e-aeefd490d02b	6a460cb8-726b-4856-8281-d281987a7ca8	d5d203b8-6787-4923-97b5-b4b7a4845467	2014-10-08 04:47:23.0	2014-10-08 08:50:01.0	2014-10-08 08:50:01.0	2014-10-08 08:50:01.0	2014-12-19	2014-12-21	5	23
09979d80-0f6f-4233-bfda-8e09f0b42c29	0bcfbfb0-1607-44be-a118-ad0eb395d7a1	d2c94c41-f7c2-409e-a4f2-da5474fb7d5b	2014-10-12 16:43:26.0	NULL	NULL	NULL	2014-11-14	2014-11-16	2	2
09979d80-0f6f-4233-bfda-8e09f0b42c29	5c6fa427-85d4-4eda-b732-922d649dc361	dd8ddc4b-6d7d-43b7-985d-0641424bab3a	2014-10-12 08:31:55.0	2014-10-12 08:48:20.0	2014-10-12 17:03:18.0	NULL	2014-11-14	2014-11-16	3	7
09979d80-0f6f-4233-bfda-8e09f0b42c29	69a48477-3730-43b7-9e0b-7f5e75efcd23	d3a155f3-134e-41a8-a53e-403c061cb489	2014-10-12 16:49:01.0	2014-10-12 17:21:20.0	2014-10-12 17:21:23.0	2014-10-12 17:26:52.0	2014-11-14	2014-11-16	2	23
09979d80-0f6f-4233-bfda-8e09f0b42c29	ae15f3f2-75e1-4883-bd96-919236b39396	fd34e0e3-23f5-494b-96b0-3b9f8be4f290	2014-10-12 07:56:04.0	2014-10-12 10:46:28.0	2014-10-12 10:46:28.0	NULL	2014-11-14	2014-11-16	3	4
09979d80-0f6f-4233-bfda-8e09f0b42c29	e2412cd1-a40f-4168-bb34-91a0fe2332f2	de37619c-9ea9-4dff-a643-2855489407ca	2014-10-12 08:29:35.0	2014-10-12 09:12:42.0	2014-10-12 09:12:42.0	NULL	2014-11-14	2014-11-16	3	3
09994d3c-2da3-4f33-a194-c0ecb1291046	05c39598-4a49-4bb6-96ed-ed8007108aa1	45b001f4-3593-4b25-aed3-896e8e78fdd3	2014-10-16 16:40:51.0	2014-10-16 16:51:21.0	2014-10-16 16:51:52.0	NULL	2014-11-03	2014-11-07	1	5
09994d3c-2da3-4f33-a194-c0ecb1291046	86b39b70-965b-479d-a0b0-719b195acea2	1c30352b-fc45-4709-9003-f60fadfe837c	2014-10-19 21:20:24.0	2014-10-19 21:24:17.0	NULL	NULL	2014-11-03	2014-11-07	1	5
09997c69-3973-4f23-992b-9a264593744a	d73a1291-c2d4-477c-8e2e-aec8ac439c12	af94f7f8-25a9-4054-8074-601d15a13e17	2014-10-01 13:04:34.0	2014-10-02 05:25:40.0	NULL	NULL	2014-10-04	2014-10-06	3	3
099ea69e-d2fd-4991-be1b-b01de0d65a21	14370ace-aec2-4f0f-8a8c-e9823cff0e72	03e9e234-681d-4006-a441-ed2ea3e6230e	2014-11-11 18:26:04.0	2014-11-11 18:35:06.0	NULL	NULL	2015-08-25	2015-08-28	6	5
099ea69e-d2fd-4991-be1b-b01de0d65a21	1dfb22ec-c20e-4bf9-b161-1607afa25c5a	d668de42-122a-45cd-b91f-91a70895f902	2014-11-15 22:42:40.0	2014-11-17 11:25:58.0	2014-11-17 11:25:58.0	NULL	2015-08-25	2015-08-28	6	5
099ea69e-d2fd-4991-be1b-b01de0d65a21	955ef1f0-31dc-4279-9854-577416484ce3	8f7e43c1-540e-4718-b441-e25d8b69b0cf	2014-11-11 18:27:19.0	2014-11-11 20:58:24.0	NULL	NULL	2015-08-25	2015-08-28	6	3
09b956e4-40eb-4b32-a304-94e322817efc	cb6b1afb-f9e5-4772-8eae-cebdee8b909e	b096f65a-406c-43f3-a63b-4a8cd40180b5	2014-10-06 17:28:56.0	2014-10-07 16:39:34.0	2014-10-07 16:39:34.0	2014-10-07 16:39:34.0	2014-10-15	2014-10-16	3	8
09c2b723-cd42-416d-b65d-e6db76654d37	8aa37f14-6862-431e-8c39-5b8bac54c0ab	f00c8ab9-ef58-4a5d-a1c2-a56a70ad55e2	2014-10-01 17:01:03.0	2014-10-01 18:03:17.0	2014-10-01 18:03:17.0	NULL	2014-11-25	2014-12-30	1	7
09c2b723-cd42-416d-b65d-e6db76654d37	d2ae6be7-1b34-4975-beb0-4b2bae9f1361	ed08bd3d-2729-4b65-a227-1dea2d149bf6	2014-10-05 18:02:38.0	2014-10-05 22:39:13.0	2014-10-08 18:27:05.0	2014-10-09 16:55:32.0	2014-11-23	2014-12-23	1	20
09c2b723-cd42-416d-b65d-e6db76654d37	f4991198-836b-4ded-9596-7623bdb545a0	f989b545-3a2d-473d-b623-8720592d4a37	2014-10-05 11:33:34.0	2014-10-05 14:59:33.0	NULL	NULL	2014-11-23	2014-12-23	1	3
09f0ae60-eff8-44b7-9ae2-d55bf69dfb06	6bbb88ca-db66-48c5-9c4b-862f7706284a	2b983216-a194-454c-a4a9-e5db51622e88	2014-10-12 01:01:55.0	2014-10-12 15:32:31.0	2014-10-12 15:32:31.0	NULL	2014-11-01	2014-11-04	4	4
09f0ae60-eff8-44b7-9ae2-d55bf69dfb06	8c55e895-74e2-4871-bd3f-c373700f4a50	4fe03d0b-08d4-43d1-b9b8-b10100576b44	2014-10-12 17:45:01.0	2014-10-13 17:57:21.0	2014-10-13 17:57:21.0	2014-10-14 01:34:26.0	2014-11-01	2014-11-04	4	25
09f0ae60-eff8-44b7-9ae2-d55bf69dfb06	a118e945-15d5-4079-9a34-6b5c59f0cabb	5691b4aa-bc1e-4eac-85cd-a3a349cca868	2014-10-13 12:40:46.0	2014-10-15 10:02:06.0	NULL	NULL	2014-11-01	2014-11-04	4	3
09f0ae60-eff8-44b7-9ae2-d55bf69dfb06	da83b3d1-5fce-47a8-bf3c-acfd1e64a673	c5071706-421b-4caf-b428-cd41bfa088df	2014-10-12 02:09:57.0	2014-10-12 13:30:30.0	NULL	NULL	2014-11-01	2014-11-04	4	7
09fbaa96-1dc0-4c3d-9f61-3b12a7ac01da	236d8e79-a55f-452a-8efd-dd4ca9a3273d	73f47c18-db9e-4379-96eb-9dde6ab16bd0	2014-09-30 20:08:46.0	2014-09-30 20:21:24.0	NULL	NULL	2014-12-12	2014-12-13	4	4
09fbaa96-1dc0-4c3d-9f61-3b12a7ac01da	3aa7c6be-f394-45ba-af24-7b0ab958dc0f	24da598e-cd5a-4dc6-a650-1dd26c696771	2014-09-30 20:06:34.0	2014-09-30 22:03:03.0	NULL	NULL	2014-12-12	2014-12-13	4	4
09fbaa96-1dc0-4c3d-9f61-3b12a7ac01da	6478ebe7-4899-4dc2-9fbd-d812f6d62c8a	1415b34f-ff29-4797-9848-d13609ff5b6d	2014-09-30 16:27:56.0	2014-09-30 21:03:17.0	NULL	NULL	2014-12-12	2014-12-13	4	4
0a3e2299-1f70-4a9b-b380-2bc55c5f216c	ebd770fd-5db4-4f60-915a-8262e0542c29	ade7a8d9-4858-4848-a3ea-9904fcbcb4bc	2014-10-09 06:30:19.0	2014-10-09 09:49:09.0	2014-10-09 09:49:09.0	2014-10-09 09:49:09.0	2014-10-12	2014-10-18	4	11
0a6aa59b-4713-4419-abb2-c9495adef71f	570ebf8a-6594-4511-91ea-0f9227124e47	f916ba84-966c-4abf-bfe6-35e6a9e4643b	2014-10-12 20:52:24.0	2014-10-13 15:22:40.0	2014-10-13 15:23:24.0	2014-10-13 15:23:24.0	2014-12-31	2015-01-01	2	11
0a76a526-3d52-42bc-a2bf-2c884b36f102	2e2865d6-7471-4ff1-b4cd-7f9a794d7267	3a29dc61-1db8-42c9-b28f-26136c9e5f9b	2014-10-09 13:10:40.0	2014-10-09 19:41:26.0	NULL	NULL	2014-10-25	2014-10-29	2	4
0a76a526-3d52-42bc-a2bf-2c884b36f102	468b1ce2-7fe1-45cf-9bea-6d46149b10b2	732cfeb1-824f-4610-9e16-403d94c87c28	2014-10-09 01:43:12.0	2014-10-09 07:41:51.0	NULL	NULL	2014-10-25	2014-10-29	2	5
0a76a526-3d52-42bc-a2bf-2c884b36f102	7ad681fe-05b5-4f71-9033-c9f0cf1ab595	6ea17e16-be47-485b-a48c-ab0ccd297c9e	2014-10-09 21:01:08.0	2014-10-09 21:12:37.0	2014-10-09 21:12:45.0	2014-10-10 11:43:30.0	2014-10-25	2014-10-29	2	11
0a76a526-3d52-42bc-a2bf-2c884b36f102	d00b32e3-11ee-4f76-a5b4-a7f036ea6b10	40f02fba-3a57-4869-a81d-afb44d49c5f2	2014-10-09 21:23:33.0	2014-10-10 06:42:38.0	2014-10-10 06:42:45.0	NULL	2014-10-25	2014-10-29	2	8
0a8e121b-c09c-4de1-abcc-81bce87de29e	becd48ad-623e-4821-9538-e9d8f84f1cac	dbf20ee5-e592-4659-a651-f05c10771c12	2014-10-13 21:07:44.0	2014-10-13 21:12:25.0	NULL	NULL	2014-12-19	2014-12-20	2	2
0a992f96-e845-4e7d-952f-aef4a910f0ee	11f0f5d6-b401-44b5-8ead-7b023437d9c4	16c2dcfe-2217-4fce-93ee-ff14a29240ae	2014-10-23 20:42:43.0	2014-10-23 20:57:40.0	NULL	NULL	2014-11-04	2014-11-08	2	2
0a992f96-e845-4e7d-952f-aef4a910f0ee	93871d36-d01d-48f9-a1bd-4e6fbe507e97	5df16319-6ab7-47e7-9168-da1cc815de29	2014-10-24 21:24:18.0	2014-10-24 22:00:51.0	2014-10-24 22:00:51.0	2014-10-25 00:44:37.0	2014-11-04	2014-11-08	2	11
0a992f96-e845-4e7d-952f-aef4a910f0ee	c324015d-374e-4ad7-b729-1b802d83cbfc	84be9879-d33d-4952-9377-3b2dc05419c7	2014-10-21 22:14:55.0	2014-10-22 07:11:00.0	NULL	NULL	2014-11-04	2014-11-08	2	3
0a992f96-e845-4e7d-952f-aef4a910f0ee	d5bf9afd-9572-4f60-955e-02706cc7130a	37375e19-6c9c-40b6-a7b4-169169664fbe	2014-10-20 00:47:24.0	NULL	NULL	NULL	2014-11-04	2014-11-08	2	1
0ac5c2ee-c9b4-4254-b029-61be81d1ad18	0bcfbfb0-1607-44be-a118-ad0eb395d7a1	d2c94c41-f7c2-409e-a4f2-da5474fb7d5b	2014-10-07 07:32:08.0	2014-10-07 07:37:40.0	NULL	NULL	2015-02-14	2015-02-16	2	2
0ac5c2ee-c9b4-4254-b029-61be81d1ad18	3f794335-9b63-438f-852a-4638956f4dcf	6f3cf206-6f9f-4fe4-b725-0f273123026e	2014-10-07 07:33:08.0	2014-10-07 08:36:22.0	NULL	NULL	2015-02-14	2015-02-16	2	3
0ac5c2ee-c9b4-4254-b029-61be81d1ad18	b21ddf3a-2249-4e11-96bb-3ae4df560182	25a47f3c-298b-4aad-b2cd-0b2d2704cc57	2014-10-07 07:38:06.0	2014-11-03 12:32:35.0	NULL	NULL	2015-02-14	2015-02-16	2	3
0ac5c2ee-c9b4-4254-b029-61be81d1ad18	d5bf9afd-9572-4f60-955e-02706cc7130a	94184ed0-61c1-4c08-9e30-b465839839dc	2014-10-06 15:58:30.0	NULL	NULL	NULL	2015-02-14	2015-02-16	2	1
0ac5c2ee-c9b4-4254-b029-61be81d1ad18	d8676f97-15bb-4f6c-a6e6-8dcdf7f6ec42	248aef03-af17-4eb2-976a-4820ff4223d3	2014-10-07 07:44:46.0	2014-10-07 07:57:02.0	2014-10-07 07:57:02.0	NULL	2015-02-14	2015-02-16	2	2
0ac5c2ee-c9b4-4254-b029-61be81d1ad18	d9ae5013-08c0-4051-b9d7-93472e3ea5cf	9fd13ee5-b79b-4576-b5b5-d922eb8c8674	2014-10-07 07:42:02.0	2014-10-07 13:24:00.0	2014-10-07 13:24:00.0	NULL	2015-02-14	2015-02-16	2	6
0ac5c2ee-c9b4-4254-b029-61be81d1ad18	f8ea93bd-f4f0-4f95-8102-09f9aeae3002	33f6f6f4-12c6-495f-b3da-a395f201f197	2014-10-07 01:10:00.0	2014-10-07 06:16:21.0	NULL	NULL	2015-02-14	2015-02-16	2	2
0b3ccf9b-cc2c-485f-b921-6c61aacd63a6	39436382-00ef-46ef-9768-1e611ae62857	0554c966-8aa3-41c1-9ccb-c0f7c0a63f78	2014-10-03 11:49:59.0	2014-10-03 11:53:45.0	2014-10-03 11:53:49.0	2014-11-26 15:33:59.0	2015-01-14	2015-02-14	1	29
0b5320da-c03a-48fa-a331-6f0fee4ec5ee	86b39b70-965b-479d-a0b0-719b195acea2	d2c8c59e-4d49-421b-9984-96957104862e	2014-10-05 23:22:15.0	2014-10-06 12:09:19.0	2014-10-06 12:49:49.0	2014-10-06 12:49:49.0	2014-11-18	2014-11-21	2	12
0b5dc463-aaba-4a4e-8225-248516dfe6a9	dd5d5be8-94e0-4734-98d8-d625d09657c7	604de019-d129-4c43-ba31-3e075a9ca81d	2014-09-30 20:44:53.0	2014-10-01 04:58:31.0	2014-10-01 04:58:31.0	2014-10-01 19:45:17.0	2014-10-30	2014-11-03	1	17
0b7559bd-b004-4d12-8b46-bd0a5c7cafeb	79d72ca1-780f-4015-9130-c98b5b7b8f24	3980a20d-29b1-4ffb-b178-8d55b3e0b7d1	2014-10-01 17:24:48.0	2014-10-01 18:38:08.0	NULL	NULL	2014-10-09	2014-10-10	1	3
0b7559bd-b004-4d12-8b46-bd0a5c7cafeb	d5bf9afd-9572-4f60-955e-02706cc7130a	5a218b22-2de4-4e7d-a2ed-7ad1cd4d4167	2014-10-02 12:35:29.0	NULL	NULL	NULL	2014-10-09	2014-10-10	1	1
0b7559bd-b004-4d12-8b46-bd0a5c7cafeb	d7bb58ec-2c92-4bbc-93aa-0bd7f2dac559	dc98593a-38e7-4c6b-b551-f7540de846a0	2014-10-01 17:30:35.0	2014-10-01 17:34:41.0	2014-10-02 16:42:17.0	2014-10-03 09:13:18.0	2014-10-10	2014-10-12	2	12
0b881940-0625-4038-b93f-41c890682b24	65bb9bc3-fa07-485a-814f-33e6fc5ab40c	694f059d-8c64-46c8-88c0-1a763a809ca6	2014-10-09 09:49:39.0	2014-10-09 11:22:50.0	NULL	NULL	2015-03-11	2015-03-19	10	2
0b881940-0625-4038-b93f-41c890682b24	826976ce-b4bd-410d-9c61-3664205a2f9a	ed972dd3-eaaf-484c-976c-a32b6125f16a	2014-10-09 09:51:52.0	2014-10-09 10:09:10.0	2014-10-09 18:38:08.0	NULL	2015-03-11	2015-03-19	10	10
0b881940-0625-4038-b93f-41c890682b24	86b39b70-965b-479d-a0b0-719b195acea2	856cc50f-419b-4104-8be0-d369fb664ddd	2014-10-09 09:50:30.0	2014-10-11 21:14:05.0	NULL	NULL	2015-03-11	2015-03-19	10	2
0b881940-0625-4038-b93f-41c890682b24	955ef1f0-31dc-4279-9854-577416484ce3	8f7e43c1-540e-4718-b441-e25d8b69b0cf	2014-10-09 09:48:39.0	2014-10-09 10:09:31.0	NULL	NULL	2015-03-11	2015-03-19	10	7
0b881940-0625-4038-b93f-41c890682b24	f1c108a5-7cb2-4622-9267-a772ee179505	8f22a3f8-2327-49ce-8da5-a7802faab9ee	2014-10-08 22:32:54.0	2014-10-09 14:51:41.0	NULL	NULL	2015-03-11	2015-03-19	16	2
0b8b7221-0d7d-4ce6-8b3b-38aa7a38ed28	5b998ba1-97e7-47bf-9595-4c3d51d61204	5eb36da3-a77d-4d03-9c4a-9f25db5b199c	2014-10-12 08:43:35.0	2014-10-12 09:15:48.0	NULL	NULL	2014-10-18	2014-10-21	2	21
0b8b7221-0d7d-4ce6-8b3b-38aa7a38ed28	6bbb88ca-db66-48c5-9c4b-862f7706284a	e7f91b42-4ca4-43bd-a235-4ef13a617cd5	2014-10-12 09:00:02.0	2014-10-12 15:33:42.0	2014-10-12 15:33:42.0	NULL	2014-10-18	2014-10-21	2	4
0b8b7221-0d7d-4ce6-8b3b-38aa7a38ed28	82e5bbbf-1c90-4e3b-8a50-c82e76344a20	40041dec-722b-4da8-a96c-c3436e4a23ac	2014-10-12 08:48:14.0	2014-10-13 07:20:20.0	2014-10-13 07:20:20.0	NULL	2014-10-18	2014-10-21	2	4
0b978d44-efdf-41a1-b7f7-8a828d07156f	5ccbd667-e9e4-4c34-839e-fb438d797925	2fa2ce2c-74e7-47d8-8909-8af55e926774	2014-10-22 10:43:10.0	2014-10-22 19:19:46.0	2014-10-22 19:19:46.0	2014-10-22 19:19:46.0	2014-12-20	2014-12-23	3	5
0ba3ed4b-5130-436a-a902-a3f21f0dc594	681c5c6f-7fda-4e2c-acb1-befe81439ca7	760143c9-d52a-4212-a28a-1fb6a0d134aa	2014-10-12 15:32:33.0	2014-10-13 06:50:12.0	2014-10-14 19:13:31.0	2014-10-14 19:13:31.0	2014-10-25	2014-10-28	1	15
0ba57b3f-a9f2-4a52-bf91-4c4f1b6fa9f4	ebd770fd-5db4-4f60-915a-8262e0542c29	ade7a8d9-4858-4848-a3ea-9904fcbcb4bc	2014-10-21 20:54:56.0	2014-10-22 06:33:17.0	2014-10-22 06:33:17.0	2014-10-22 06:33:17.0	2014-12-27	2015-01-01	3	9
0bd6bacf-2103-474e-a37a-fa81cc2028a8	65254720-2f7b-459c-8582-79694977aa13	187de1a7-148b-4e85-901d-f6f9e8942e66	2014-10-04 21:35:01.0	2014-10-05 06:07:33.0	2014-10-05 06:51:48.0	2014-10-05 06:51:48.0	2014-10-07	2014-10-11	1	9
0bee68c2-c43c-43d8-944a-49ef5e690d7c	3e3ec72a-d0e6-4355-955d-0a0ac3119e8e	27c47f32-89dc-495c-92ea-f35729c9ba7d	2014-10-01 18:52:55.0	2014-10-01 22:36:33.0	2014-10-02 07:21:46.0	2014-10-02 07:39:05.0	2015-03-21	2015-03-24	6	8
0bee68c2-c43c-43d8-944a-49ef5e690d7c	a041f462-4aee-49e4-aeff-7c76ba3fc408	1b5c5932-8082-4325-b332-c011630efe4f	2014-10-01 18:54:04.0	NULL	NULL	NULL	2015-03-21	2015-03-24	6	2
0bf50bd9-62e8-4c5f-915f-60d1a430cf68	255b32f1-fd57-4bbd-8e3b-fad208e0e497	d93b6dad-4e7e-45d2-a230-0ee8a21ece0f	2014-10-06 01:00:37.0	2014-10-06 06:35:36.0	NULL	NULL	2014-10-10	2014-10-13	2	3
0c06ffa0-adcf-4637-bcf7-ecdee1687a7d	2faaf93b-245e-43cb-b023-f28814f4e9e6	3e22126e-09f8-4d00-979b-7d8e6d9560d8	2014-10-03 23:52:37.0	2014-10-04 00:00:02.0	2014-10-04 17:07:54.0	2014-10-04 17:14:25.0	2014-11-04	2014-11-06	2	33
0c06ffa0-adcf-4637-bcf7-ecdee1687a7d	d5bf9afd-9572-4f60-955e-02706cc7130a	37375e19-6c9c-40b6-a7b4-169169664fbe	2014-10-02 09:59:15.0	2014-10-02 12:28:54.0	NULL	NULL	2014-11-05	2014-11-07	2	6
0c0c57b9-f4cf-43e9-8dd6-885b38df9cd9	8f2b7de4-c5a8-4c05-8a4a-4a6645594d40	79a3f7bb-127c-4b72-8a71-f597588c70f9	2014-10-12 19:30:03.0	2014-10-12 19:34:46.0	2014-10-12 19:34:46.0	NULL	2014-11-13	2014-11-15	2	6
0c0c57b9-f4cf-43e9-8dd6-885b38df9cd9	a83f92fb-fcbf-445b-8cb5-516560f50601	746c951e-6861-4b8b-9ee5-1c4fdabec2f8	2014-10-12 19:29:27.0	2014-10-12 19:33:33.0	2014-10-12 19:33:33.0	NULL	2014-11-13	2014-11-15	2	5
0c0c57b9-f4cf-43e9-8dd6-885b38df9cd9	ae15f3f2-75e1-4883-bd96-919236b39396	fd34e0e3-23f5-494b-96b0-3b9f8be4f290	2014-10-12 19:31:24.0	2014-10-12 19:33:29.0	2014-10-12 19:33:29.0	NULL	2014-11-13	2014-11-15	2	4
0c0c57b9-f4cf-43e9-8dd6-885b38df9cd9	dba362ef-0c8a-4959-85c3-ad1fa72178a2	b3631f9c-f018-4298-a4db-b76a029f85fb	2014-10-12 19:30:27.0	2014-10-13 20:42:44.0	NULL	NULL	2014-11-13	2014-11-15	2	3
0c250dd0-8b0c-47cb-86bf-b1a494ba3354	ee5186d9-1426-49eb-ac44-7ae48446d131	f67eb9d9-0450-499d-a330-29fb86406332	2014-10-01 07:27:21.0	2014-10-01 10:05:15.0	NULL	NULL	2014-10-11	2014-11-10	1	2
0c85de06-845e-4ada-9e46-940bee6c3dc6	6bbb88ca-db66-48c5-9c4b-862f7706284a	f7f6bad1-4e54-4d84-b890-aa253900896f	2014-10-26 16:53:17.0	2014-10-27 12:25:45.0	NULL	NULL	2014-11-29	2014-12-04	4	2
0c969d0b-86d9-4f39-b2be-a56a9b4096b3	0e782287-45e2-4bbb-be8f-7c0672692f11	7da949c7-7300-4bbf-8ab3-8b9da39c327a	2014-10-06 12:06:12.0	2014-10-06 12:40:42.0	2014-10-06 19:00:12.0	2014-10-06 19:20:49.0	2014-11-06	2014-11-09	2	14
0ca9e2bc-ce99-468d-8e12-df6c3212158e	05c39598-4a49-4bb6-96ed-ed8007108aa1	45b001f4-3593-4b25-aed3-896e8e78fdd3	2014-10-16 20:02:55.0	2014-10-16 21:49:08.0	2014-10-16 21:49:08.0	2014-10-16 21:49:08.0	2014-11-02	2014-11-05	2	13
0cef1eaf-4ec0-4e48-a3a5-6aa1b28ef254	48608ac7-29bb-4980-8470-d99aae5dab71	4f0a5390-934b-475a-9068-4dac63915104	2014-10-12 21:35:29.0	2014-10-12 22:06:25.0	2014-10-13 09:17:09.0	2014-10-13 09:17:09.0	2014-12-05	2014-12-07	2	13
0d2d4f67-b03e-427c-8e2d-b1165c604a7d	055582e7-5c4e-4c81-b883-077eed9a1d24	67d499ef-0ea8-4ad2-aef1-88957c0b4418	2014-10-19 15:43:43.0	2014-10-19 22:43:44.0	NULL	NULL	2014-11-13	2014-11-16	3	2
