ds	id_user	ds_checkin	ds_checkout	n_searches	n_nights	n_guests_min	n_guests_max	origin_country	filter_price_min	filter_price_max	filter_room_types	filter_neighborhoods
2014-10-04	04f5cc80-0b01-4579-8a76-42ba0c4b53ea	2015-05-12	2015-05-16	5	4	1	1	ES	0	491	,Shared room	
2014-10-04	05260787-de40-48af-90d4-1812277a4727	NULL	NULL	3	NULL	1	1	GB	NULL	NULL	,Entire home/apt	
2014-10-04	05524548-e350-4142-910b-3c3d335f7715	2014-12-18	2014-12-21	4	3	1	1	IE	NULL	NULL		
2014-10-04	0559158e-8c2a-4919-bce7-c3572c03312a	2015-01-12	2015-09-30	8	261	1	1	BR	NULL	NULL	,Entire home/apt,Private room,Private room,Shared room	
2014-10-04	05867790-35d4-4cbf-b5d8-98b211201281	2014-10-24	2014-10-26	21	2	2	2	GB	0	283	,Entire home/apt	
2014-10-04	05bbfb71-aaac-4710-8e85-ae088be689c0	NULL	NULL	1	NULL	1	1	FR	NULL	NULL		
2014-10-04	05bbfb71-aaac-4710-8e85-ae088be689c0	2014-11-22	2014-11-24	2	2	2	2	FR	0	173	Entire home/apt	
2014-10-04	0666e417-0a91-46ce-8fd6-c5d8fde7c5eb	2014-11-03	2014-11-07	8	4	2	2	GB	NULL	NULL		
2014-10-04	067377eb-4a53-47d6-a1f7-23cf23fadd0a	2014-11-22	2014-11-23	39	1	1	4	GB	0	154	,Entire home/apt	
2014-10-04	06acfc9c-9b9a-4931-a871-c0d6aecd858d	2015-02-06	2015-02-13	13	7	1	1	US	NULL	NULL	Entire home/apt	
2014-10-04	06b85743-d475-4fc7-bf6e-c9ac4ed4729c	NULL	NULL	2	NULL	1	1	IE	NULL	NULL		
2014-10-04	06c1beb4-b77f-4fe5-af49-0d291496a44d	2014-11-13	2014-11-15	1	2	1	1	US	NULL	NULL		
2014-10-04	06c66ea4-c8b9-4ce3-80c4-9fbdf42b6061	NULL	NULL	1	NULL	1	1	SE	NULL	NULL		
2014-10-04	06c66ea4-c8b9-4ce3-80c4-9fbdf42b6061	2015-04-22	2015-04-25	2	3	1	2	SE	0	287	,Entire home/apt	
2014-10-04	06cec403-66c7-42f1-a160-416e6c3db7c7	NULL	NULL	1	NULL	1	1	BY	NULL	NULL		
2014-10-04	06f4b78c-dc72-47a5-a329-c6f2299e53e3	NULL	NULL	1	NULL	1	1	GB	NULL	NULL		
2014-10-04	06f4b78c-dc72-47a5-a329-c6f2299e53e3	2015-01-22	2015-01-23	1	1	1	1	GB	NULL	NULL		
2014-10-04	06f4b78c-dc72-47a5-a329-c6f2299e53e3	2015-01-23	2015-01-25	5	2	1	3	GB	0	162	,Entire home/apt	
2014-10-04	073ea429-75ba-435f-bc54-796ac30416ce	NULL	NULL	1	NULL	1	1	IT	NULL	NULL		
2014-10-04	073ea429-75ba-435f-bc54-796ac30416ce	2014-10-10	2014-12-10	13	61	2	2	IT	NULL	NULL	,Entire home/apt	
2014-10-04	073ea429-75ba-435f-bc54-796ac30416ce	2014-10-20	2015-05-31	3	223	1	2	IT	NULL	NULL	,Entire home/apt	
2014-10-04	07c44159-d57c-47a0-ba3a-424afd948980	2015-03-27	2015-03-29	6	2	2	2	GB	NULL	NULL		
2014-10-04	07cf6de5-f8db-415e-ad1c-976b950345f6	NULL	NULL	15	NULL	1	8	GB	NULL	NULL	,Entire home/apt	
2014-10-04	07cf6de5-f8db-415e-ad1c-976b950345f6	2014-11-21	2014-11-23	2	2	7	7	GB	NULL	NULL		
2014-10-04	080603f6-45ea-4f3e-b7eb-49fe9c54ecd9	NULL	NULL	18	NULL	1	1	IE	0	55		
2014-10-04	0837ef3a-ce70-4575-a4b5-9a62ace7f707	2014-11-02	2014-11-29	7	27	1	1	NG	0	154	Entire home/apt	
2014-10-04	08552bbb-1035-40a0-97f3-3cd8aecf359d	2015-08-03	2015-08-10	15	7	3	3	ES	0	99	,Entire home/apt	
2014-10-04	088b2f1f-ac47-4406-a221-319bc17097d5	2015-02-13	2015-02-15	20	2	6	6	FR	NULL	NULL	,Entire home/apt	
2014-10-04	08db176d-0368-4718-b2ae-568b418dc0fb	NULL	NULL	13	NULL	1	1	GB	0	80	,Private room,Entire home/apt	
2014-10-04	08db176d-0368-4718-b2ae-568b418dc0fb	2014-10-21	2014-10-28	1	7	1	1	GB	NULL	NULL		
2014-10-04	08db176d-0368-4718-b2ae-568b418dc0fb	2014-10-21	2014-11-04	4	14	1	1	GB	0	80	Private room,Entire home/apt	
2014-10-04	08df76c0-8229-44c3-9e0e-1ad8c5576135	2015-06-09	2015-06-15	14	6	2	4	US	0	165	Entire home/apt	
2014-10-04	08eced5f-31fd-4072-9a70-4984c4e94ca5	2015-01-03	2015-02-01	8	29	2	2	GB	NULL	NULL	Entire home/apt	
2014-10-04	091edfde-7e67-40de-8d11-8ccc866ba7a1	2015-03-13	2015-03-18	1	5	8	8	FR	NULL	NULL		
2014-10-04	0925c7c0-b2c1-4b7a-b654-637db0b845e1	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-04	0925c7c0-b2c1-4b7a-b654-637db0b845e1	2014-10-10	2014-10-12	2	2	2	2	US	NULL	NULL		
2014-10-04	097288ac-7cbb-4752-95f6-c59ac58b94d8	NULL	NULL	9	NULL	1	1	GB	NULL	NULL		
2014-10-04	09870699-4275-4cdc-81b3-be522959a3c5	2014-10-26	2014-10-31	7	5	2	2	GB	NULL	NULL	,Entire home/apt	
2014-10-04	09c2b723-cd42-416d-b65d-e6db76654d37	2014-11-25	2014-12-23	16	28	1	1	ES	NULL	NULL	Private room	
2014-10-04	0a3e2299-1f70-4a9b-b380-2bc55c5f216c	NULL	NULL	4	NULL	1	1	IL	NULL	NULL		
2014-10-04	0a3e2299-1f70-4a9b-b380-2bc55c5f216c	2014-10-12	2014-10-17	1	5	1	1	IL	NULL	NULL		
2014-10-04	0a3e2299-1f70-4a9b-b380-2bc55c5f216c	2014-10-12	2014-10-18	6	6	1	4	IL	NULL	NULL		
2014-10-04	0a5df876-b67b-447a-928f-6867eb720b0a	NULL	NULL	6	NULL	1	1	IE	NULL	NULL	,Entire home/apt	
2014-10-04	0a7993ee-1ae4-4fa3-9e83-7e77db91c6d2	2014-11-04	2014-11-06	8	2	3	4	RU	NULL	NULL	,Entire home/apt	
2014-10-04	0a9b1aff-6bee-4dd5-8d0d-729ae64d34eb	2014-10-28	2014-11-02	3	5	2	2	IT	NULL	NULL		
2014-10-04	0ac9911e-44f1-482b-8e85-b7063ed9c3d1	NULL	NULL	18	NULL	1	1	IE	NULL	NULL		
2014-10-04	0ad1582d-c130-430e-a68f-af5f00b991df	2014-10-18	2014-10-25	3	7	2	2	CH	0	122	Entire home/apt	
2014-10-04	0b0756fb-f688-429c-819c-0ec1f86beb8a	NULL	NULL	3	NULL	2	2	IE	0	86	,Entire home/apt	
2014-10-04	0b0756fb-f688-429c-819c-0ec1f86beb8a	2014-10-11	2014-10-12	3	1	2	2	IE	0	86	Entire home/apt	
2014-10-04	0ba57b3f-a9f2-4a52-bf91-4c4f1b6fa9f4	NULL	NULL	2	NULL	1	1	US	NULL	NULL		
2014-10-04	0ba57b3f-a9f2-4a52-bf91-4c4f1b6fa9f4	2014-12-27	2015-01-01	2	5	1	3	US	NULL	NULL	,Entire home/apt	
2014-10-04	0bcf97cc-057d-4d1c-998f-3694788ac62f	NULL	NULL	26	NULL	1	2	IE	NULL	NULL		
2014-10-04	0bcf97cc-057d-4d1c-998f-3694788ac62f	2014-10-04	2014-10-05	2	1	1	1	IE	NULL	NULL		
2014-10-04	0bd6bacf-2103-474e-a37a-fa81cc2028a8	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-04	0bd6bacf-2103-474e-a37a-fa81cc2028a8	2014-10-06	2014-10-07	1	1	1	1	US	NULL	NULL		
2014-10-04	0bd6bacf-2103-474e-a37a-fa81cc2028a8	2014-10-07	2014-10-11	2	4	1	1	US	NULL	NULL	,Private room,Entire home/apt	
2014-10-04	0bf50bd9-62e8-4c5f-915f-60d1a430cf68	2014-10-10	2014-10-13	5	3	3	3	IE	0	238		
2014-10-04	0c06ffa0-adcf-4637-bcf7-ecdee1687a7d	2014-11-04	2014-11-06	1	2	2	2	US	0	48		
2014-10-04	0c823da4-b54d-45dc-bfbc-68bbcad2ee4c	NULL	NULL	60	NULL	1	1	US	NULL	NULL	,Entire home/apt	,Blackrock,Blackrock,Booterstown,Monkstown,Sandymount
2014-10-04	0c823da4-b54d-45dc-bfbc-68bbcad2ee4c	2014-12-15	2014-12-16	1	1	1	1	US	NULL	NULL		
2014-10-04	0c823da4-b54d-45dc-bfbc-68bbcad2ee4c	2014-12-15	2014-12-31	15	16	1	3	US	NULL	NULL	,Entire home/apt	,Blackrock,Booterstown,Monkstown,Sandymount,Booterstown,Monkstown,Sandymount
2014-10-04	0ccb3a17-2c2f-4b4f-bd9c-6fb6dad4a9cc	NULL	NULL	3	NULL	1	1	GB	NULL	NULL		
2014-10-04	0ce7f1c6-ac54-4431-ba50-3ccee41cc642	NULL	NULL	2	NULL	1	1	IE	NULL	NULL		
2014-10-04	0d255058-2d12-4a20-87ec-8448f4c7a737	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-04	0d255058-2d12-4a20-87ec-8448f4c7a737	2014-12-20	2015-01-03	1	14	1	1	IE	NULL	NULL		
2014-10-04	0d2f5ae1-a490-4f38-acfb-f809b3a68015	NULL	NULL	122	NULL	1	1	IE	0	86	,Private room	
2014-10-04	0d2f5ae1-a490-4f38-acfb-f809b3a68015	2014-10-05	2014-10-06	44	1	2	2	IE	0	262	,Entire home/apt,Entire home/apt,Private room,Private room	
2014-10-04	0d870a7a-5cb5-41fb-a552-19490e4679c3	NULL	NULL	6	NULL	1	1	FR	NULL	NULL		
2014-10-04	0de94ef1-9b6e-4902-a211-952d45cb6c89	2014-10-25	2014-10-29	2	4	1	4	US	NULL	NULL		
2014-10-04	0e180c81-8e13-48c1-92ba-2e6622e39e7e	NULL	NULL	2	NULL	1	1	GB	NULL	NULL		
2014-10-04	0e180c81-8e13-48c1-92ba-2e6622e39e7e	2014-10-08	2014-10-09	4	1	1	1	GB	NULL	NULL	Private room	
2014-10-04	0e2a963e-6ef3-414b-9e3e-89f59f160faa	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-04	0e2a963e-6ef3-414b-9e3e-89f59f160faa	2014-10-25	2014-10-28	1	3	1	1	US	NULL	NULL		
2014-10-04	0e36f223-ff91-4b7d-a8be-0bf9585fdcaa	NULL	NULL	2	NULL	1	1	IE	NULL	NULL		
2014-10-04	0e36f223-ff91-4b7d-a8be-0bf9585fdcaa	2014-10-04	2014-10-05	2	1	1	1	IE	0	62	,Private room	
2014-10-04	0e73b44e-8f94-4177-8e1c-32ea54a63ff9	NULL	NULL	17	NULL	1	1	US	0	275	,Entire home/apt	
2014-10-04	0eaa8882-e931-4193-b667-c71daaf62109	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-04	0f2e0d61-a78c-411b-a949-57aba1c1d7d1	NULL	NULL	2	NULL	1	1	GB	NULL	NULL		
2014-10-04	0f2e0d61-a78c-411b-a949-57aba1c1d7d1	2014-12-13	2014-12-14	7	1	1	3	GB	NULL	NULL	,Entire home/apt	
2014-10-04	0f496d9f-a181-4059-9686-ed9ab0651ece	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-04	0f496d9f-a181-4059-9686-ed9ab0651ece	2014-12-16	2014-12-19	3	3	1	3	US	0	144		
2014-10-04	0f4ea370-702c-4f08-a00d-98e67c2a3574	2014-10-10	2014-10-13	25	3	3	8	US	0	200	,Entire home/apt	
2014-10-04	0f937775-fbd8-4b04-8647-affae370aa4d	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-04	0f937775-fbd8-4b04-8647-affae370aa4d	2014-11-01	2014-11-09	19	8	1	3	US	0	160	,Entire home/apt	
2014-10-04	0ff79628-d015-4a2d-8c46-7f1602d5982c	NULL	NULL	1	NULL	1	1	GB	NULL	NULL		
2014-10-04	0ff79628-d015-4a2d-8c46-7f1602d5982c	2014-11-04	2014-11-06	5	2	1	2	GB	NULL	NULL	,Entire home/apt	
2014-10-04	1001cdba-95c3-42c7-b96c-8ab99dbdbf92	2014-12-06	2014-12-10	24	4	3	3	US	NULL	NULL		
2014-10-04	101e82ab-b726-434d-b89b-7fb3a9725884	2014-10-11	2014-10-13	1	2	2	2	IE	NULL	NULL		
2014-10-04	103c68e4-d4a7-463e-a23a-a8064e7ae0f6	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-04	103c68e4-d4a7-463e-a23a-a8064e7ae0f6	2014-10-30	2014-11-04	2	5	1	2	US	NULL	NULL		
2014-10-04	109cf0fd-db7f-431e-ba92-cb7ef79e2e79	2014-10-09	2014-10-13	5	4	3	3	SE	NULL	NULL		
2014-10-04	10c5884d-ad3a-4f94-9a2c-ef3d1ff64ef8	2014-11-01	2014-11-02	2	1	1	1	US	NULL	NULL	,Shared room	
2014-10-04	10c5884d-ad3a-4f94-9a2c-ef3d1ff64ef8	2014-11-01	2014-11-30	6	29	1	1	US	NULL	NULL	,Shared room	
2014-10-04	10f0d493-28eb-4ee5-98e6-105842cdaa43	NULL	NULL	6	NULL	1	1	IE	NULL	NULL		
2014-10-04	10f0d493-28eb-4ee5-98e6-105842cdaa43	2014-10-04	2014-10-05	5	1	1	2	IE	0	294		
2014-10-04	10f0d493-28eb-4ee5-98e6-105842cdaa43	2014-10-11	2014-10-12	4	1	1	2	IE	0	136		
2014-10-04	11131048-02a7-4c1b-9ead-445b20519d89	NULL	NULL	1	NULL	1	1	FR	NULL	NULL		
2014-10-04	11131048-02a7-4c1b-9ead-445b20519d89	2014-10-24	2014-10-27	33	3	1	2	FR	0	189	,Entire home/apt	
2014-10-04	1124d6c6-b195-4a7e-a4d8-f835f9fb3acd	NULL	NULL	1	NULL	1	1	ES	NULL	NULL		
2014-10-04	1124d6c6-b195-4a7e-a4d8-f835f9fb3acd	2014-10-11	2014-10-18	4	7	1	4	ES	NULL	NULL		
2014-10-04	11818539-eb67-4db6-ac1b-3e3a83d1267b	2014-10-29	2014-11-02	1	4	1	1	US	NULL	NULL	Entire home/apt	
2014-10-04	119bc0cf-d281-438f-82cb-e531846103bb	NULL	NULL	3	NULL	2	2	GB	NULL	NULL	Entire home/apt	
2014-10-04	119bc0cf-d281-438f-82cb-e531846103bb	2014-10-26	2014-10-27	11	1	2	2	GB	NULL	NULL	Entire home/apt	
2014-10-04	11a53a92-4f1c-4dc3-9469-53badeb100a9	2014-10-12	2014-10-17	7	5	2	2	US	0	60		
2014-10-04	11a53a92-4f1c-4dc3-9469-53badeb100a9	2014-10-14	2014-10-17	1	3	2	2	US	0	60		
2014-10-04	11a53a92-4f1c-4dc3-9469-53badeb100a9	2014-10-14	2014-10-19	6	5	2	2	US	0	60		
2014-10-04	11a5eebe-9c37-460b-a094-4687d5d26905	NULL	NULL	10	NULL	1	11	IE	NULL	NULL	Entire home/apt	
2014-10-04	11af51b9-9fe5-47f7-8197-cb3350f293b6	2015-05-03	2015-05-06	3	3	2	2	US	NULL	NULL	,Entire home/apt	
2014-10-04	11bab30e-2550-4668-8ffa-ad31704c2922	2014-10-15	2014-10-17	12	2	1	1	GB	0	66	,Private room	
2014-10-04	11e64fe6-9bb3-4639-ac11-38a72194f3a0	NULL	NULL	2	NULL	1	1	FR	NULL	NULL		
2014-10-04	11e64fe6-9bb3-4639-ac11-38a72194f3a0	2015-02-28	2015-03-07	3	7	1	6	FR	NULL	NULL	,Entire home/apt	
2014-10-04	1219fade-c413-413d-adcd-301c64c46c35	NULL	NULL	9	NULL	1	1	RO	NULL	NULL		
2014-10-04	125f44b8-bcc8-486c-bcea-6cc0b6388d7d	NULL	NULL	1	NULL	6	6	IE	NULL	NULL		
2014-10-04	126ed661-fa20-4041-ac16-ec118bbcce3b	NULL	NULL	24	NULL	1	4	GB	18	1073741823	,Entire home/apt,Private room,Shared room	
2014-10-04	126ed661-fa20-4041-ac16-ec118bbcce3b	2014-10-25	2014-10-29	26	4	4	4	GB	0	1073741823	,Private room,Private room,Shared room,Shared room	
2014-10-04	12813b70-6cb7-4a12-8b25-b48974842d7e	NULL	NULL	3	NULL	1	1	NI	NULL	NULL		
2014-10-04	12e34af9-ffe7-48bd-908f-1bc64cb399f8	2015-03-14	2015-03-18	6	4	3	8	GB	0	520		
2014-10-04	12e3b522-c263-4cf6-9261-480ef453b61f	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-04	12e3b522-c263-4cf6-9261-480ef453b61f	2015-07-01	2015-07-31	4	30	1	2	US	NULL	NULL	,Private room,Entire home/apt	
2014-10-04	134d1ce5-bd22-4973-9fcd-69dd14084833	2014-11-07	2014-11-12	2	5	1	1	US	NULL	NULL	,Entire home/apt	
2014-10-04	138c6260-2ec6-4fed-b94e-7a8d27e9f5b0	2014-10-16	2014-10-19	17	3	1	2	ES	NULL	NULL	,Entire home/apt	
2014-10-04	13c1d775-15c1-479e-9a0f-8a45c0b95fbb	2014-10-26	2014-10-27	2	1	2	2	IE	NULL	NULL	,Entire home/apt	
2014-10-04	13cf9b1d-cd42-45ec-8b84-f5baf4cf3755	NULL	NULL	3	NULL	1	1	RU	NULL	NULL		
2014-10-04	13cf9b1d-cd42-45ec-8b84-f5baf4cf3755	2014-10-24	2014-11-14	32	21	1	1	RU	0	1245	,Entire home/apt,Entire home/apt,Private room	
2014-10-04	13d8cedd-0261-4152-9b40-cc2f82124d46	NULL	NULL	1	NULL	1	1	BR	NULL	NULL		
2014-10-04	13d8cedd-0261-4152-9b40-cc2f82124d46	2014-10-12	2014-10-19	4	7	1	1	BR	0	249	,Entire home/apt	
2014-10-04	13e590a9-21ad-4f6d-974f-581f5cd2ffc3	NULL	NULL	2	NULL	1	1	US	NULL	NULL		
2014-10-04	14262ee7-3989-401e-8abe-57e275a952db	NULL	NULL	1	NULL	1	1	IT	NULL	NULL		
2014-10-04	14262ee7-3989-401e-8abe-57e275a952db	2014-12-05	2014-12-08	4	3	1	2	IT	0	80	,Entire home/apt	
2014-10-04	142b67a5-b128-4cdd-84c3-0360d0559c4f	2014-10-30	2014-11-13	13	14	1	2	US	0	115	,Entire home/apt	
2014-10-04	142b67a5-b128-4cdd-84c3-0360d0559c4f	2014-10-30	2014-11-14	10	15	1	1	US	0	275	Entire home/apt	
2014-10-04	142b67a5-b128-4cdd-84c3-0360d0559c4f	2014-10-30	2014-11-15	28	16	2	2	US	0	175	,Entire home/apt	
2014-10-04	142b67a5-b128-4cdd-84c3-0360d0559c4f	2014-10-30	2014-11-22	2	23	2	2	US	0	97	Entire home/apt	
2014-10-04	14365fa7-b37b-424b-9561-871a6cfdb9a1	NULL	NULL	3	NULL	3	3	BR	0	155	,Entire home/apt	
2014-10-04	14365fa7-b37b-424b-9561-871a6cfdb9a1	2014-12-13	2014-12-18	29	5	3	3	BR	0	155	Entire home/apt	
2014-10-04	14365fa7-b37b-424b-9561-871a6cfdb9a1	2014-12-13	2014-12-19	135	6	1	3	BR	0	157	Entire home/apt	
2014-10-04	146d7a79-7045-4b35-94b1-f2a289b8d9d3	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-04	14a51e70-697b-4ccf-a853-e00350e5ac5b	NULL	NULL	1	NULL	1	1	KR	NULL	NULL		
2014-10-04	14a51e70-697b-4ccf-a853-e00350e5ac5b	2014-10-30	2014-10-31	2	1	1	1	KR	0	26		
2014-10-04	150624c7-bb85-4a7d-94b6-1a7a35e9ec16	2014-11-22	2014-11-23	3	1	6	16	GB	NULL	NULL	Entire home/apt	
2014-10-04	15190b46-7ae8-42e8-8a1f-e5fde9f74da0	NULL	NULL	1	NULL	1	1	AU	NULL	NULL		
2014-10-04	1530d515-8510-42f0-80b2-c7d7f3f46aa6	2015-09-23	2015-09-25	5	2	1	1	ES	NULL	NULL	,Entire home/apt	,City Centre,City Centre,Temple Bar
2014-10-04	1557fb6b-5667-4f9d-99b6-eb50ecf48c82	NULL	NULL	6	NULL	1	1	IE	NULL	NULL		
2014-10-04	15613514-f710-4b85-b348-e95b8b886437	NULL	NULL	4	NULL	1	1	US	NULL	NULL		
2014-10-04	15613514-f710-4b85-b348-e95b8b886437	2014-10-06	2014-10-13	2	7	1	1	US	NULL	NULL	,Entire home/apt	
2014-10-04	15613514-f710-4b85-b348-e95b8b886437	2014-10-07	2014-10-13	3	6	1	2	US	0	206	,Entire home/apt	
2014-10-04	15613514-f710-4b85-b348-e95b8b886437	2014-10-07	2014-10-14	1	7	1	1	US	NULL	NULL	Entire home/apt	
2014-10-04	1568f978-e756-4d95-b0b8-3cae9842b4c7	2015-02-14	2015-02-21	5	7	1	1	US	0	130	Entire home/apt	
2014-10-04	157faa7a-65de-4acb-afd7-ce2ed62fc6d2	NULL	NULL	1	NULL	2	2	IE	NULL	NULL		
2014-10-04	157faa7a-65de-4acb-afd7-ce2ed62fc6d2	2014-10-11	2014-10-12	10	1	2	2	IE	0	81	,Private room	
2014-10-04	15be73c8-6f15-4044-a9f5-d816663c4f23	NULL	NULL	2	NULL	1	1	US	NULL	NULL		
2014-10-04	15c7caad-e57f-4d8c-9c68-3ff69d8c9b27	2015-04-17	2015-07-12	11	86	1	1	CO	NULL	NULL	,Entire home/apt,Entire home/apt,Private room	
2014-10-04	15d0be1f-e726-4d3b-af1a-e8849bf817f3	2014-10-24	2014-10-25	9	1	4	4	GB	0	323	,Entire home/apt	
2014-10-04	15da4728-9e5c-47f2-a428-267e4d0ddca4	2015-06-15	2015-06-19	3	4	2	2	US	NULL	NULL		
2014-10-04	15da5194-e77d-47db-82cb-dec995db4349	NULL	NULL	2	NULL	1	1	FR	NULL	NULL		
2014-10-04	15da5194-e77d-47db-82cb-dec995db4349	2014-12-28	2015-01-03	3	6	1	7	FR	NULL	NULL		
2014-10-04	160d67cc-62fc-44ae-92b4-9cf3a0978615	2014-10-25	2014-10-26	8	1	2	2	DE	0	405		
2014-10-04	160d67cc-62fc-44ae-92b4-9cf3a0978615	2014-12-30	2015-01-01	1	2	6	6	DE	0	405		
2014-10-04	165246cb-545d-4671-85ec-6dbbe772ad26	2014-10-23	2014-10-27	12	4	4	4	IE	NULL	NULL	,Entire home/apt	
2014-10-04	168882b1-62af-473e-b341-81682f1d504b	2014-10-15	2014-10-18	8	3	1	1	GB	0	194	Entire home/apt	
2014-10-04	168882b1-62af-473e-b341-81682f1d504b	2014-10-24	2014-10-26	22	2	1	2	GB	0	194	Entire home/apt	
2014-10-04	168882b1-62af-473e-b341-81682f1d504b	2014-10-24	2014-10-27	13	3	2	2	GB	NULL	NULL	Entire home/apt	
2014-10-04	174f7ada-605c-4b33-9f5f-01ee8337ab94	NULL	NULL	9	NULL	1	1	CA	0	144	,Entire home/apt	,City Centre,City Centre,Old City
2014-10-04	17619c7b-97b8-4e40-b3a4-19e52ce86864	NULL	NULL	2	NULL	1	1	IE	NULL	NULL		
2014-10-04	17c16825-f577-4779-87db-19a5d964165e	2014-10-08	2014-10-14	1	6	3	3	CH	0	135	Entire home/apt	
2014-10-04	17c16825-f577-4779-87db-19a5d964165e	2014-10-08	2014-10-15	1	7	3	3	CH	0	135	Entire home/apt	
2014-10-04	17c95a87-fb34-4ef3-bd25-6a8b184646a0	NULL	NULL	2	NULL	2	2	IE	NULL	NULL	,Entire home/apt	
2014-10-04	181d4cb9-d253-4880-bbff-7636e1002146	NULL	NULL	32	NULL	1	1	IE	0	98	,Entire home/apt,Entire home/apt,Private room,Private room	
2014-10-04	18656e15-c860-4fca-a550-b32a20f28036	NULL	NULL	1	NULL	1	1	KR	NULL	NULL		
2014-10-04	18656e15-c860-4fca-a550-b32a20f28036	2014-10-16	2014-10-23	8	7	1	1	KR	0	57	,Private room	
2014-10-04	1879a8dc-4939-4236-8840-9382b2b727f8	NULL	NULL	1	NULL	3	3	GB	NULL	NULL	Entire home/apt	
2014-10-04	1879a8dc-4939-4236-8840-9382b2b727f8	2014-10-22	2014-10-24	2	2	3	3	GB	NULL	NULL	Entire home/apt	
2014-10-04	1879a8dc-4939-4236-8840-9382b2b727f8	2014-10-26	2014-10-28	1	2	3	3	GB	NULL	NULL	Entire home/apt	
2014-10-04	1885126f-bd54-46d3-bbef-ad671c225002	NULL	NULL	1	NULL	1	1	RO	NULL	NULL		
2014-10-04	1885126f-bd54-46d3-bbef-ad671c225002	2014-12-23	2014-12-24	4	1	1	1	RO	NULL	NULL		
2014-10-04	18a690d6-c04c-4346-baf7-9b36a767889b	NULL	NULL	18	NULL	1	2	AU	0	107	,Entire home/apt	
2014-10-04	18a8e981-5e88-49dc-a333-aa99f62009ee	2015-03-13	2015-03-17	4	4	7	7	IT	0	703		
2014-10-04	18b726d6-8699-493f-b146-0ca4bb7de856	2014-12-22	2014-12-29	17	7	2	4	IE	42	1073741823	,Entire home/apt	
2014-10-04	18c973bc-8a6d-448d-8cd4-528153820588	2015-01-10	2015-01-17	12	7	1	1	IE	0	117	,Entire home/apt	
2014-10-04	19136ea6-28a4-4fb8-8774-697687772161	NULL	NULL	6	NULL	1	1	DE	0	54		
2014-10-04	19374545-6b9a-4d80-928c-9ed5509e0446	2015-03-15	2015-03-18	21	3	2	2	RU	0	1073741823	,Entire home/apt,Private room,Private room	
2014-10-04	195187b3-6a2a-401f-acca-ede59688e0da	2014-10-11	2014-10-12	14	1	2	2	IE	95	1073741823	Entire home/apt,Private room	
2014-10-04	19dc78d4-555e-4b58-b2ec-37da535aa641	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-04	1a0c4c48-e5c6-41c9-988d-ea47c5c3cc2e	NULL	NULL	2	NULL	1	1	CA	NULL	NULL		
2014-10-04	1a0c4c48-e5c6-41c9-988d-ea47c5c3cc2e	2015-05-03	2015-05-31	5	28	1	1	CA	NULL	NULL	,Entire home/apt	
2014-10-04	1a96e847-f250-4fda-a4b1-56e90bddfe3d	2014-10-04	2014-10-06	18	2	5	5	US	NULL	NULL		
2014-10-04	1ac72a74-ae2f-4b7a-8c4e-cd090790b842	2014-12-12	2014-12-14	12	2	2	2	IT	NULL	NULL	Entire home/apt	
2014-10-04	1b23bc3a-f66b-4f7d-8bbc-d5e00e9e90ab	NULL	NULL	1	NULL	1	1	IT	NULL	NULL		
2014-10-04	1b23bc3a-f66b-4f7d-8bbc-d5e00e9e90ab	2014-11-15	2014-11-20	43	5	2	2	IT	0	168	,Private room	,City Centre
2014-10-04	1b344c2b-3849-4139-9749-b282e2c48250	2015-05-23	2015-05-25	4	2	4	4	US	NULL	NULL	,Entire home/apt	
2014-10-04	1b4029a7-6b9f-45f6-b3a9-6181087c1a31	2015-08-08	2015-08-20	12	12	5	5	SM	NULL	NULL	Entire home/apt	
2014-10-04	1b42c122-a4b9-4a5c-ba6b-6ae4cc8560b2	2014-10-21	2014-10-22	4	1	2	2	HU	NULL	NULL		
2014-10-04	1b6a98b0-929f-4943-9cd9-a63b4f7c3fc1	2014-10-28	2014-10-30	3	2	2	2	DE	NULL	NULL		
2014-10-04	1b7de413-a21e-4c4e-90f7-1e6db18f0075	2014-10-08	2014-10-16	57	8	2	2	GR	0	873	,Entire home/apt,Entire home/apt,Private room	
2014-10-04	1b9644e7-855d-4547-9d23-8bd0a1113673	NULL	NULL	18	NULL	1	1	GB	0	516		,City Centre
2014-10-04	1bdd7c2a-562e-4f1a-95db-982c383e7bae	2014-10-18	2014-10-19	12	1	8	8	IE	NULL	NULL		
2014-10-04	1c26d725-b763-40a2-a48c-f2e3caedd7b2	2014-11-05	2014-11-09	3	4	2	2	GB	NULL	NULL		,City Centre
